Resource Type,Metric,Metric Display Name,Unit,Aggregation Type,Description,Enable for monitoring,Alert Type,Tag Name,Threshold,Threshold Sensitivity,Operator,Eval Frequency,Window Size,Failing Periods,Evaluation Periods,Aggregation Time,Alert Name,Alert Description,Severity
Microsoft.IoTFirmwareDefense/workspaces,FirmwareAnalysisLatency,Firmware Analysis Latency,Milliseconds,"Average, Minimum, Maximum, Total (Sum)",Average time taken to complete firmware analysis,,,,,,,,,,,,,,
microsoft.kubernetesconfiguration/extensions,ApiRequestDurationSeconds,Api Request Duration in Seconds,Seconds,Average,Histogram of request durations,,,,,,,,,,,,,,
microsoft.kubernetesconfiguration/extensions,IngestionTimeMinutes,Ingestion Time,Seconds,Average,Total ingestion time in minutes,,,,,,,,,,,,,,
microsoft.kubernetesconfiguration/extensions,InputPreprocessingTimeMilliseconds,Input Preprocessing Time (Milliseconds),Milliseconds,Average,Input preprocessing time in milliseconds,,,,,,,,,,,,,,
microsoft.kubernetesconfiguration/extensions,TotalCallLLMTimeSeconds,Call LLM Total Time in Seconds,Seconds,Average,Total call_llm time in seconds,,,,,,,,,,,,,,
microsoft.kubernetesconfiguration/extensions,TotalGenerateEmbeddingsTimeSeconds,Embedding Generation Total Time in Seconds,Seconds,Average,Total time taken to generate embeddings from local model,,,,,,,,,,,,,,
microsoft.kubernetesconfiguration/extensions,TotalGenerateHybridSearchEmbeddingsTimeSeconds,Hybrid Search Embedding Generation Total Time in Seconds,Seconds,Average,Total time taken to generate Hybrid Search embeddings from local model,,,,,,,,,,,,,,
microsoft.kubernetesconfiguration/extensions,TotalGenerateRerankingTimeSeconds,Reranking Generation Total Time in Seconds,Seconds,Average,Total time taken to generate Reranking,,,,,,,,,,,,,,
microsoft.kubernetesconfiguration/extensions,TotalGetChatHistorySummaryTimeMilliseconds,Get Chat History Summary Total Time in Milliseconds,Milliseconds,Average,Total get_chat_history_summary time in milliseconds,,,,,,,,,,,,,,
microsoft.kubernetesconfiguration/extensions,TotalGetLLMPayloadTimeMilliseconds,Get LLM Payload Total Time in Milliseconds,Milliseconds,Average,Total get_llm_payload time in milliseconds,,,,,,,,,,,,,,
microsoft.kubernetesconfiguration/extensions,TotalHybridSearchTimeMilliseconds,Get Hybrid Search Total Time in Milliseconds,Milliseconds,Average,Total hybrid search time in milliseconds,,,,,,,,,,,,,,
microsoft.kubernetesconfiguration/extensions,TotalInferenceTimeSeconds,Inference Total Time in Seconds,Seconds,Average,Total inference time in seconds,,,,,,,,,,,,,,
microsoft.kubernetesconfiguration/extensions,TotalSearchChunksTimeMilliseconds,Chunks Search Total Time in Milliseconds,Milliseconds,Average,Total search chunks time in milliseconds,,,,,,,,,,,,,,
microsoft.kubernetesconfiguration/extensions,TotalSearchTimeMilliseconds,Search Total Time in Milliseconds,Milliseconds,Average,Total time taken to search,,,,,,,,,,,,,,
microsoft.kubernetesconfiguration/extensions,TotalSimilaritySearchTimeMilliseconds,Similarity Search Total Time in Milliseconds,Milliseconds,Average,Total time taken to search for similar documents,,,,,,,,,,,,,,
Microsoft.Maps/accounts,Availability,Availability,Percent,Average,Availability of the APIs,,,,100,,LessThan,PT1H,PT1H,,,Average,,,1
Microsoft.Maps/accounts,CreatorUsage,Creator Usage,Bytes,Average,Azure Maps Creator usage statistics,,,,,,,,,,,,,,
Microsoft.Maps/accounts,Usage,Usage,Count,Count,Count of API calls,,,,,,,,,,,,,,
Microsoft.MessagingConnectors/connectors,SinkRecordReadTotalByTime,Sink Record Read Total By Time,Count,Total (Sum),Number of records read by the sink connector by time,,,,,,,,,,,,,,
Microsoft.MessagingConnectors/connectors,SinkRecordSendTotalByTime,Sink Record Send Total By Time,Count,Total (Sum),Number of records sent by the sink connector by time,,,,,,,,,,,,,,
Microsoft.MessagingConnectors/connectors,SourceRecordPollTotalByTime,Source Record Poll Total By Time,Count,Total (Sum),Number of records polled by the source connector by time,,,,,,,,,,,,,,
Microsoft.MessagingConnectors/connectors,SourceRecordWriteTotal,Source Record Write Total,Count,"Maximum, Minimum",Number of records written by the source connector,,,,,,,,,,,,,,
Microsoft.MessagingConnectors/connectors,SourceRecordWriteTotalByTime,Source Record Write Total By Time,Count,Total (Sum),Number of records written by the source connector by time,,,,,,,,,,,,,,
Microsoft.MessagingConnectors/connectors,TotalErrorsLoggedByTime,Total Errors Logged By Time,Count,Total (Sum),Number of errors logged by time,,,,,,,,,,,,,,
Microsoft.MessagingConnectors/connectors,TotalRecordErrorsByTime,Total Record Errors By Time,Count,Total (Sum),Number of records errors by time,,,,,,,,,,,,,,
Microsoft.MessagingConnectors/connectors,TotalRecordFailuresByTime,Total Record Failures By Time,Count,Total (Sum),Number of record failures by time,,,,,,,,,,,,,,
Microsoft.MessagingConnectors/connectors,TotalRecordsSkippedByTime,Total Records Skipped By Time,Count,Total (Sum),Number of records skipped by time,,,,,,,,,,,,,,
Microsoft.MixedReality/remoteRenderingAccounts,ActiveRenderingSessions,Active Rendering Sessions,Count,"Average, Minimum, Maximum",Total number of active rendering sessions,,,,,,,,,,,,,,
Microsoft.MixedReality/remoteRenderingAccounts,AssetsConverted,Assets Converted,Count,Total (Sum),Total number of assets converted,,,,,,,,,,,,,,
Microsoft.MixedReality/spatialAnchorsAccounts,AnchorsCreated,Anchors Created,Count,Total (Sum),Number of Anchors created,,,,,,,,,,,,,,
Microsoft.MixedReality/spatialAnchorsAccounts,AnchorsDeleted,Anchors Deleted,Count,Total (Sum),Number of Anchors deleted,,,,,,,,,,,,,,
Microsoft.MixedReality/spatialAnchorsAccounts,AnchorsQueried,Anchors Queried,Count,Total (Sum),Number of Spatial Anchors queried,,,,,,,,,,,,,,
Microsoft.MixedReality/spatialAnchorsAccounts,AnchorsUpdated,Anchors Updated,Count,Total (Sum),Number of Anchors updated,,,,,,,,,,,,,,
Microsoft.MixedReality/spatialAnchorsAccounts,PosesFound,Poses Found,Count,Total (Sum),Number of Poses returned,,,,,,,,,,,,,,
Microsoft.MixedReality/spatialAnchorsAccounts,TotalDailyAnchors,Total Daily Anchors,Count,"Average, Total (Sum)",Total number of Anchors - Daily,,,,,,,,,,,,,,
Microsoft.MobileNetwork/mobilenetworks/sites,DownlinkVolume,Correlated Downlink Volume,Percent,Average,This metric is created by correlating successful RAN Received Volme and packet core received Transmitted Volume on N3 interface,,,,,,,,,,,,,,
Microsoft.MobileNetwork/mobilenetworks/sites,RadioConnectionsEstablished,Correlated Successful Established Radio Connections,Percent,Average,This metric is created by correlating successful RAN radio connections established and packet core Initial Ue Message,,,,,,,,,,,,,,
Microsoft.MobileNetwork/mobilenetworks/sites,SuccessfulHandovers,Correlated Successful Handovers,Percent,Average,This metric is created by correlating successful RAN Connection Handover and packet core Handovers,,,,,,,,,,,,,,
Microsoft.MobileNetwork/mobilenetworks/sites,UplinkVolume,Correlated Uplink Volume,Percent,Average,This metric is created by correlating successful RAN Transmitted Volme and packet core received Received Volume on N3 interface,,,,,,,,,,,,,,
Microsoft.MobileNetwork/packetcorecontrolplanes,ActiveSessionCount,Active Session Count,Count,Total (Sum),Number of active PDU/PDN sessions,,,,,,,,,,,,,,
Microsoft.MobileNetwork/packetcorecontrolplanes,AuthAttempt,Authentication Attempts,Count,Total (Sum),4G/5G authentication attempts rate (per minute),,,,,,,,,,,,,,
Microsoft.MobileNetwork/packetcorecontrolplanes,AuthFailure,Authentication Failures,Count,Total (Sum),4G/5G authentication failure rate (per minute),,,,,,,,,,,,,,
Microsoft.MobileNetwork/packetcorecontrolplanes,AuthSuccess,Authentication Successes,Count,Total (Sum),4G/5G authentication success rate (per minute),,,,,,,,,,,,,,
Microsoft.MobileNetwork/packetcorecontrolplanes,ConnectedNodebs,Connected NodeBs,Count,Total (Sum),Number of connected gNodeBs or eNodeBs,,,,,,,,,,,,,,
Microsoft.MobileNetwork/packetcorecontrolplanes,DefaultBearerAttachAttempt,Default Bearer Attach Attempt,Count,Total (Sum),Default Bearer Attach Attempt rate (per minute),,,,,,,,,,,,,,
Microsoft.MobileNetwork/packetcorecontrolplanes,DefaultBearerAttachFailure,Default Bearer Attach Failure,Count,Total (Sum),Default Bearer Attach Failure rate (per minute),,,,,,,,,,,,,,
Microsoft.MobileNetwork/packetcorecontrolplanes,DefaultBearerAttachSuccess,Default Bearer Attach Success,Count,Total (Sum),Default Bearer Attach Success rate (per minute),,,,,,,,,,,,,,
Microsoft.MobileNetwork/packetcorecontrolplanes,DeRegistrationAttempt,DeRegistration Attempts,Count,Total (Sum),Deregistration (5G) or detachment (4G) attempts rate (per minute),,,,,,,,,,,,,,
Microsoft.MobileNetwork/packetcorecontrolplanes,DeRegistrationSuccess,DeRegistration Successes,Count,Total (Sum),Deregistration (5G) or detachment (4G) success rate (per minute),,,,,,,,,,,,,,
Microsoft.MobileNetwork/packetcorecontrolplanes,DiameterPeerRequestReceived,Diameter Peer Request Received,Count,Total (Sum),Diameter Peer Request Received rate (per minute),,,,,,,,,,,,,,
Microsoft.MobileNetwork/packetcorecontrolplanes,DiameterPeerRequestSent,Diameter Peer Request Sent,Count,Total (Sum),Diameter Peer Request Sent rate (per minute),,,,,,,,,,,,,,
Microsoft.MobileNetwork/packetcorecontrolplanes,DiameterPeerResponseReceived,Diameter Peer Response Received,Count,Total (Sum),Diameter Peer Response Received rate (per minute),,,,,,,,,,,,,,
Microsoft.MobileNetwork/packetcorecontrolplanes,DiameterPeerResponseSent,Diameter Peer Response Sent,Count,Total (Sum),Diameter Peer Response Sent rate (per minute),,,,,,,,,,,,,,
Microsoft.MobileNetwork/packetcorecontrolplanes,InitialContextSetupFailure,Initial Context Setup Failures,Count,Total (Sum),4G/5G Initial Context Setup Failures message rate (per minute),,,,,,,,,,,,,,
Microsoft.MobileNetwork/packetcorecontrolplanes,InitialContextSetupRequest,Initial Context Setup Requests,Count,Total (Sum),4G/5G Initial Context Setup Request message rate (per minute),,,,,,,,,,,,,,
Microsoft.MobileNetwork/packetcorecontrolplanes,InitialContextSetupResponse,Initial Context Setup Responses,Count,Total (Sum),4G/5G Initial Context Setup Response message rate (per minute),,,,,,,,,,,,,,
Microsoft.MobileNetwork/packetcorecontrolplanes,N2HandoverAttempt,N2 Handover Attempts,Count,Total (Sum),N2Handover (5G) or s1Handover (4G) attempts rate (per minute),,,,,,,,,,,,,,
Microsoft.MobileNetwork/packetcorecontrolplanes,N2HandoverFailure,N2 Handover Failures,Count,Total (Sum),N2Handover (5G) or s1Handover (4G) failure rate (per minute),,,,,,,,,,,,,,
Microsoft.MobileNetwork/packetcorecontrolplanes,N2HandoverSuccess,N2 Handover Successes,Count,Total (Sum),N2Handover (5G) or s1Handover (4G) success rate (per minute),,,,,,,,,,,,,,
Microsoft.MobileNetwork/packetcorecontrolplanes,PagingAttempt,Paging Attempts,Count,Total (Sum),4G/5G paging attempts rate (per minute),,,,,,,,,,,,,,
Microsoft.MobileNetwork/packetcorecontrolplanes,PagingFailure,Paging Failures,Count,Total (Sum),4G/5G paging failure rate (per minute),,,,,,,,,,,,,,
Microsoft.MobileNetwork/packetcorecontrolplanes,PDUResourceSetupRequest,PDU Resource Setup Request,Count,Total (Sum),PDU Resource Setup Request rate (per minute),,,,,,,,,,,,,,
Microsoft.MobileNetwork/packetcorecontrolplanes,PDUResourceSetupResponse,PDU Resource Setup Response,Count,Total (Sum),PDU Resource Setup Response rate (per minute),,,,,,,,,,,,,,
Microsoft.MobileNetwork/packetcorecontrolplanes,ProvisionedSubscribers,Provisioned Subscribers,Count,Total (Sum),Number of provisioned subscribers,,,,,,,,,,,,,,
Microsoft.MobileNetwork/packetcorecontrolplanes,RadiusAccessAcceptReceived,Radius Access Accept Received,Count,Total (Sum),Radius Access Accept Received rate (per minute),,,,,,,,,,,,,,
Microsoft.MobileNetwork/packetcorecontrolplanes,RadiusAccessRejectReceived,Radius Access Reject Received,Count,Total (Sum),Radius Access Reject Received rate (per minute),,,,,,,,,,,,,,
Microsoft.MobileNetwork/packetcorecontrolplanes,RadiusAccessRequestSendFailed,Radius Access Request Send Failed,Count,Total (Sum),Radius Access Request Send Failed rate (per minute),,,,,,,,,,,,,,
Microsoft.MobileNetwork/packetcorecontrolplanes,RadiusAccessRequestSent,Radius Access Request Sent,Count,Total (Sum),Radius Access Request Sent rate (per minute),,,,,,,,,,,,,,
Microsoft.MobileNetwork/packetcorecontrolplanes,RadiusAccessRequestTimeout,Radius Access Request Timeout,Count,Total (Sum),Radius Access Request Timeout rate (per minute),,,,,,,,,,,,,,
Microsoft.MobileNetwork/packetcorecontrolplanes,RanSetupFailure,RAN Setup Failures,Count,Total (Sum),RAN setup failure rate (per minute),,,,,,,,,,,,,,
Microsoft.MobileNetwork/packetcorecontrolplanes,RanSetupRequest,RAN Setup Requests,Count,Total (Sum),RAN setup request rate (per minute),,,,,,,,,,,,,,
Microsoft.MobileNetwork/packetcorecontrolplanes,RanSetupSuccess,RAN Setup Successes,Count,Total (Sum),RAN setup success rate (per minute),,,,,,,,,,,,,,
Microsoft.MobileNetwork/packetcorecontrolplanes,RegisteredSubscribers,Registered Subscribers,Count,Total (Sum),Number of registered subscribers,,,,,,,,,,,,,,
Microsoft.MobileNetwork/packetcorecontrolplanes,RegisteredSubscribersConnected,Registered Subscribers Connected,Count,Total (Sum),Number of registered and connected subscribers,,,,,,,,,,,,,,
Microsoft.MobileNetwork/packetcorecontrolplanes,RegisteredSubscribersIdle,Registered Subscribers Idle,Count,Total (Sum),Number of registered and idle subscribers,,,,,,,,,,,,,,
Microsoft.MobileNetwork/packetcorecontrolplanes,RegistrationAttempt,Registration Attempts,Count,Total (Sum),Registration (5G) or attachment (4G) attempts rate (per minute),,,,,,,,,,,,,,
Microsoft.MobileNetwork/packetcorecontrolplanes,RegistrationFailure,Registration Failures,Count,Total (Sum),Registration (5G) or attachment (4G) failure rate (per minute),,,,,,,,,,,,,,
Microsoft.MobileNetwork/packetcorecontrolplanes,RegistrationSuccess,Registration Successes,Count,Total (Sum),Registration (5G) or attachment (4G) success rate (per minute),,,,,,,,,,,,,,
Microsoft.MobileNetwork/packetcorecontrolplanes,ServiceRequestAttempt,Service Request Attempts,Count,Total (Sum),4G/5G service request attempts rate (per minute),,,,,,,,,,,,,,
Microsoft.MobileNetwork/packetcorecontrolplanes,ServiceRequestFailure,Service Request Failures,Count,Total (Sum),4G/5G service request failure rate (per minute),,,,,,,,,,,,,,
Microsoft.MobileNetwork/packetcorecontrolplanes,ServiceRequestSuccess,Service Request Successes,Count,Total (Sum),4G/5G service request success rate (per minute),,,,,,,,,,,,,,
Microsoft.MobileNetwork/packetcorecontrolplanes,SessionEstablishmentAttempt,Session Establishment Attempts,Count,Total (Sum),PDU/PDN session establishment attempts rate (per minute),,,,,,,,,,,,,,
Microsoft.MobileNetwork/packetcorecontrolplanes,SessionEstablishmentFailure,Session Establishment Failures,Count,Total (Sum),PDU/PDN session establishment failure rate (per minute),,,,,,,,,,,,,,
Microsoft.MobileNetwork/packetcorecontrolplanes,SessionEstablishmentSuccess,Session Establishment Successes,Count,Total (Sum),PDU/PDN session establishment success rate (per minute),,,,,,,,,,,,,,
Microsoft.MobileNetwork/packetcorecontrolplanes,SessionRelease,Session Releases,Count,Total (Sum),Session release rate (per minute),,,,,,,,,,,,,,
Microsoft.MobileNetwork/packetcorecontrolplanes,UeContextReleaseCommand,UE Context Release Commands,Count,Total (Sum),4G/5G UE context release command message rate (per minute),,,,,,,,,,,,,,
